timestamp,pipeline_events_active,pipeline_events_published,pipeline_events_total,queue_filled_events,queue_filled_bytes,queue_filled_pct,queue_max_events,queue_added_events,queue_consumed_events,queue_removed_events,output_events_total,output_events_acked,output_events_active,output_events_failed,output_events_dropped,output_events_batches,latency_mean,latency_median,latency_p95,latency_p99,latency_p999,latency_max,filebeat_events_active,filebeat_events_added,filebeat_events_done,cpu_total_ms,cpu_user_ms,cpu_system_ms,memory_alloc,memory_total,rss,gc_next,goroutines,load_1,load_5,load_15,load_norm_1,load_norm_5,load_norm_15
2026-03-02 11:43:16.114000+01:00,974,246803,246802,974,0,0.304375,3200,246802,246400,246400,246400,246400,0,,,154,0,0,0,0,0,0,978,246802,246400,54909,52323,2587,137308408,23987651720,673218560,168498194,37,4.5708,4.0977,3.5913,0.3809,0.3415,0.2993
2026-03-02 11:44:16.115000+01:00,1851,248875,248877,1850,0,0.578125,3200,248876,249600,248000,249600,248000,1600,,,156,0,0,0,0,0,0,1851,248873,248000,55044,52407,2636,158988696,26212563688,673234944,171529266,37,3.7505,3.9165,3.5547,0.3125,0.3264,0.2962
2026-03-02 11:45:16.115000+01:00,770,248521,248519,770,0,0.240625,3200,248520,248000,249600,248000,249600,0,,,155,0,0,0,0,0,0,772,248521,249600,54921,52320,2601,323209728,28436250104,673218560,333040562,37,4.2271,4.0205,3.6172,0.3523,0.335,0.3014
2026-03-02 11:46:16.117000+01:00,1227,248457,248457,1227,0,0.3834375,3200,248457,248000,248000,248000,248000,0,,,155,0,0,0,0,0,0,1227,248455,248000,55010,52412,2598,313823328,30654278616,673267712,334811218,37,3.6787,3.8706,3.5845,0.3066,0.3226,0.2987
2026-03-02 11:47:16.117000+01:00,4,250005,250005,4,0,0.00125,3200,250005,251228,251228,251228,251228,0,,,158,0,0,0,0,0,0,4,250005,251228,53764,51042,2722,274099072,32846163432,673415168,333036498,37,4.2847,3.9731,3.6382,0.3571,0.3311,0.3032
2026-03-02 11:48:16.117000+01:00,409,250005,250005,409,0,0.1278125,3200,250005,249600,249600,249600,249600,0,,,156,0,0,0,0,0,0,409,250005,249600,55080,52450,2630,265989808,35069473888,673415168,331324546,37,4.1563,3.918,3.6328,0.3464,0.3265,0.3027
2026-03-02 11:49:16.118000+01:00,814,250005,250005,814,0,0.254375,3200,250005,249600,249600,249600,249600,0,,,156,0,0,0,0,0,0,814,250005,249600,54930,52310,2621,262631976,37293435048,673431552,333016418,37,4.4419,4.084,3.7153,0.3702,0.3403,0.3096
2026-03-02 11:50:16.118000+01:00,1219,250005,250005,1219,0,0.3809375,3200,250005,249600,249600,249600,249600,0,,,156,0,0,0,0,0,0,1219,250005,249600,54457,51807,2649,250912688,39509166376,673415168,334799074,37,4.1519,4.0645,3.7324,0.346,0.3387,0.311
2026-03-02 11:51:16.119000+01:00,24,250005,250005,24,0,0.0075,3200,250005,251200,251200,251200,251200,0,,,157,0,0,0,0,0,0,24,250005,251200,55024,52332,2693,243024152,41732787760,673431552,329709634,37,4.0195,4.0835,3.7622,0.335,0.3403,0.3135
2026-03-02 11:52:16.121000+01:00,429,250005,250005,429,0,0.1340625,3200,250005,249600,249600,249600,249600,0,,,156,0,0,0,0,0,0,429,250005,249600,55019,52344,2675,238262160,43955348680,673431552,331439682,37,3.1826,3.8604,3.7002,0.2652,0.3217,0.3083
2026-03-02 11:53:16.122000+01:00,834,250005,250005,834,0,0.260625,3200,250005,249600,249600,249600,249600,0,,,156,0,0,0,0,0,0,834,250005,249600,55077,52344,2733,234473712,46179106872,673447936,333216674,37,3.5459,3.8354,3.7002,0.2955,0.3196,0.3083
2026-03-02 11:54:16.122000+01:00,1239,250005,250005,1239,0,0.3871875,3200,250005,249600,249600,249600,249600,0,,,156,0,0,0,0,0,0,1239,250005,249600,54266,51558,2707,226867864,48399016424,673447936,334859090,37,3.021,3.6328,3.6328,0.2517,0.3027,0.3027
2026-03-02 11:55:16.123000+01:00,44,250005,250005,44,0,0.01375,3200,250005,251200,251200,251200,251200,0,,,157,0,0,0,0,0,0,44,250005,251200,55135,52407,2728,223067368,50626651488,673464320,329738354,37,4.6191,4.0186,3.7793,0.3849,0.3349,0.3149
2026-03-02 11:56:16.124000+01:00,449,250005,250005,449,0,0.1403125,3200,250005,249600,249600,249600,249600,0,,,156,0,0,0,0,0,0,449,250005,249600,54520,51876,2645,165158696,52796051552,673447936,331514386,41,4.019,3.939,3.7622,0.3349,0.3282,0.3135
2026-03-02 11:57:16.124000+01:00,1203,250005,250005,1203,0,0.3759375,3200,250005,249251,249251,249251,249251,0,,,156,0,0,0,0,0,0,1203,250005,249251,54592,52025,2566,150830272,54889584176,673464320,168288898,41,4.1885,3.9331,3.7666,0.349,0.3278,0.3139
2026-03-02 11:58:16.123000+01:00,1073,244669,244670,1072,0,0.335,3200,244669,244800,244800,244800,244800,0,,,153,0,0,0,0,0,0,1074,244671,244800,54743,51886,2858,135234264,57101157536,673480704,167806434,37,4.5879,4.1323,3.8511,0.3823,0.3444,0.3209
2026-03-02 11:59:16.124000+01:00,1743,245471,245470,1743,0,0.5446875,3200,245471,246400,244800,246400,244800,1600,,,154,0,0,0,0,0,0,1745,245471,244800,54970,52332,2637,126141656,59315224408,673464320,173852610,37,3.7578,3.9468,3.7974,0.3132,0.3289,0.3164
2026-03-02 12:00:16.124000+01:00,907,245563,245564,906,0,0.283125,3200,245564,244800,246400,244800,246400,0,,,153,0,0,0,0,0,0,900,245555,246400,55079,52369,2711,108461408,61529570048,673480704,172906962,37,3.8906,3.9414,3.8032,0.3242,0.3285,0.3169
2026-03-02 12:01:16.125000+01:00,1915,242607,242607,1913,0,0.5978125,3200,242606,243200,241600,243200,241600,1600,,,152,0,0,0,0,0,0,1915,242616,241600,54904,52178,2725,153472592,63734402248,673497088,172829682,37,3.7119,3.8374,3.769,0.3093,0.3198,0.3141
