timestamp,pipeline_events_active,pipeline_events_published,pipeline_events_total,queue_filled_events,queue_filled_bytes,queue_filled_pct,queue_max_events,queue_added_events,queue_consumed_events,queue_removed_events,output_events_total,output_events_acked,output_events_active,output_events_failed,output_events_dropped,output_events_batches,latency_mean,latency_median,latency_p95,latency_p99,latency_p999,latency_max,filebeat_events_active,filebeat_events_added,filebeat_events_done,cpu_total_ms,cpu_user_ms,cpu_system_ms,memory_alloc,memory_total,rss,gc_next,goroutines,load_1,load_5,load_15,load_norm_1,load_norm_5,load_norm_15
2026-03-04 16:15:50.488000+01:00,1644,1002443,1002444,1644,0,0.51375,3200,1002444,1003200,1001600,1003200,1001600,1600,,,627,0.0009765625,0,0,0,0.9749999999999991,1,2200,1003000,1001600,64577,55735,8841,15914952,50213104544,128729088,30525282,38,2.6934,2.5957,2.5322,0.2244,0.2163,0.211
2026-03-04 16:16:50.488000+01:00,850,1004007,1004006,851,0,0.2659375,3200,1004006,1003200,1004800,1003200,1004800,0,,,627,0.0009765625,0,0,0,0.9749999999999991,1,1400,1004000,1004800,64749,55846,8904,19062768,55748293920,128729088,35343490,38,2.1831,2.4678,2.4873,0.1819,0.2056,0.2073
2026-03-04 16:17:50.488000+01:00,1644,1015193,1015194,1644,0,0.51375,3200,1015194,1016000,1014400,1016000,1014400,1600,,,635,0.0009765625,0,0,0,0.9749999999999991,1,2000,1015000,1014400,66154,56832,9321,24763096,61344001352,128729088,29586978,38,2.8911,2.6465,2.5522,0.2409,0.2205,0.2127
2026-03-04 16:18:50.488000+01:00,1103,1001059,1001059,1102,0,0.3446875,3200,1001058,1000000,1001600,1000000,1001600,0,,,625,0.0009765625,0,0,0,0.9749999999999991,1,1400,1001000,1001600,65953,56592,9362,21653000,66862084600,129007616,28850738,38,2.4316,2.5449,2.5171,0.2026,0.2121,0.2098
2026-03-04 16:19:50.489000+01:00,200,1018298,1018297,200,0,0.0625,3200,1018298,1019200,1019200,1019200,1019200,0,,,637,0.0009765625,0,0,0,0.9749999999999991,1,200,1018000,1019200,67350,57771,9579,17295392,72476218976,129089536,30319218,38,3.0645,2.7134,2.5806,0.2554,0.2261,0.215
2026-03-04 16:20:50.488000+01:00,0,1019000,1019000,0,0,0,3200,1019000,1019200,1019200,1019200,1019200,0,,,637,0.0009765625,0,0,0,0.9749999999999991,1,0,1019000,1019200,65469,56565,8903,15206992,78092208176,129138688,29254450,37,2.6812,2.646,2.563,0.2234,0.2205,0.2136
2026-03-04 16:21:50.492000+01:00,800,1020000,1020000,800,0,0.25,3200,1020000,1019200,1019200,1019200,1019200,0,,,637,0,0,0,0,0,0,800,1020000,1019200,65929,56910,9019,28313768,83715914080,129171456,33480594,38,2.2129,2.5234,2.522,0.1844,0.2103,0.2102
2026-03-04 16:22:50.487000+01:00,800,1024000,1024000,800,0,0.25,3200,1024000,1024000,1024000,1024000,1024000,0,,,640,0,0,0,0,0,0,800,1024000,1024000,67848,58462,9386,20415952,89360791216,129171456,29142898,38,1.9834,2.4204,2.4824,0.1653,0.2017,0.2069
2026-03-04 16:23:50.487000+01:00,1761,1023360,1023361,1761,0,0.5503125,3200,1023361,1024000,1022400,1024000,1022400,1600,,,640,0,0,0,0,0,0,2400,1024000,1022400,66732,57561,9172,25350576,95003011072,129204224,31824914,38,2.2012,2.4263,2.481,0.1834,0.2022,0.2067
2026-03-04 16:24:50.493000+01:00,0,1012640,1012639,0,0,0,3200,1012639,1012800,1014400,1012800,1014400,0,,,633,0,0,0,0,0,0,0,1012000,1014400,66201,56977,9223,9111064,100583955728,129236992,19142322,37,2.4629,2.4419,2.481,0.2052,0.2035,0.2067
2026-03-04 16:25:50.488000+01:00,1222,1014022,1014022,1222,0,0.381875,3200,1014022,1012800,1012800,1012800,1012800,0,,,633,0,0,0,0,0,0,2200,1015000,1012800,65518,56499,9020,28399824,106176147720,129269760,29859186,38,1.8467,2.2563,2.4053,0.1539,0.188,0.2004
2026-03-04 16:26:50.487000+01:00,1200,1007978,1007978,1200,0,0.375,3200,1007978,1008000,1008000,1008000,1008000,0,,,630,0,0,0,0,0,0,1200,1007000,1008000,65168,56178,8990,21613056,111731045440,129302528,31724882,38,1.8618,2.1904,2.3701,0.1552,0.1825,0.1975
2026-03-04 16:27:50.487000+01:00,1375,1001773,1001774,1373,0,0.4290625,3200,1001772,1001600,1001600,1001600,1001600,0,,,626,0,0,0,0,0,0,1600,1002000,1001600,65155,56138,9017,23243136,117253697856,129335296,28164626,38,5.1235,2.7905,2.5654,0.427,0.2325,0.2138
2026-03-04 16:28:50.488000+01:00,1501,974528,974527,1501,0,0.4690625,3200,974529,974400,974400,974400,974400,0,,,609,0,0,0,0,0,0,2200,975000,974400,64456,55347,9109,23809608,122627215376,129351680,32244418,38,3.4399,2.7339,2.5596,0.2867,0.2278,0.2133
2026-03-04 16:29:50.491000+01:00,800,981699,981699,800,0,0.25,3200,981699,982400,982400,982400,982400,0,,,614,0,0,0,0,0,0,800,981000,982400,63654,54795,8858,19650680,128037740656,129384448,29852786,38,2.5732,2.6245,2.5303,0.2144,0.2187,0.2109
2026-03-04 16:30:50.490000+01:00,0,1020000,1020000,0,0,0,3200,1020000,1020800,1020800,1020800,1020800,0,,,638,0,0,0,0,0,0,0,1020000,1020800,66716,57248,9468,15297344,133661139128,129400832,29132146,36,3.376,2.8418,2.6157,0.2813,0.2368,0.218
2026-03-04 16:31:50.487000+01:00,600,967000,967000,600,0,0.1875,3200,967000,966400,966400,966400,966400,0,,,604,0,0,0,0,0,0,600,967000,966400,64803,55498,9305,17823904,138992882728,129433600,33478370,38,3.3887,2.9185,2.6567,0.2824,0.2432,0.2214
2026-03-04 16:32:50.487000+01:00,2161,1028761,1028761,2160,0,0.675,3200,1028760,1028800,1027200,1028800,1027200,1600,,,643,0,0,0,0,0,0,2400,1029000,1027200,66411,57318,9094,16821896,144663599104,129433600,34123794,38,2.8975,2.9038,2.6694,0.2415,0.242,0.2225
2026-03-04 16:33:50.488000+01:00,1467,941706,941707,1468,0,0.45875,3200,941707,940800,942400,940800,942400,0,,,588,0,0,0,0,0,0,2000,942000,942400,61420,52961,8458,23623784,149855002288,129466368,30570562,38,2.8481,2.8765,2.6729,0.2373,0.2397,0.2227
2026-03-04 16:34:50.492000+01:00,0,1022533,1022532,0,0,0,3200,1022533,1024000,1024000,1024000,1024000,0,,,640,0,0,0,0,0,0,0,1022000,1024000,67281,57703,9578,31444336,155494734312,131203072,34595554,38,2.959,2.958,2.7202,0.2466,0.2465,0.2267
2026-03-04 16:35:50.488000+01:00,1800,1005000,1005000,1800,0,0.5625,3200,1005000,1004800,1003200,1004800,1003200,1600,,,628,0,0,0,0,0,0,1800,1005000,1003200,65557,56486,9071,31933368,161034511800,131252224,35723138,38,2.9468,2.9844,2.7456,0.2456,0.2487,0.2288
2026-03-04 16:36:50.489000+01:00,661,958860,958861,661,0,0.2065625,3200,958861,958400,960000,958400,960000,0,,,599,0,0,0,0,0,0,800,959000,960000,62351,53858,8494,19310344,166320301944,131252224,28455170,38,2.3696,2.8037,2.6929,0.1975,0.2336,0.2244
2026-03-04 16:37:50.490000+01:00,1550,992889,992889,1549,0,0.484375,3200,992889,992000,992000,992000,992000,0,,,620,0,0,0,0,0,0,1800,993000,992000,64359,55622,8737,15389536,171794275296,131252224,27607250,38,2.749,2.8247,2.7046,0.2291,0.2354,0.2254
2026-03-04 16:38:50.490000+01:00,1458,1006308,1006308,1458,0,0.455625,3200,1006307,1006400,1006400,1006400,1006400,0,,,629,0,0,0,0,0,0,2400,1007000,1006400,65049,56272,8777,24364088,177343381928,131252224,31723122,38,2.6152,2.7402,2.6772,0.2179,0.2284,0.2231
2026-03-04 16:39:50.493000+01:00,800,1016943,1016942,800,0,0.25,3200,1016943,1017600,1017600,1017600,1017600,0,,,636,0,0,0,0,0,0,800,1016000,1017600,65764,56773,8991,20028168,182947171144,131284992,29211106,38,2.1919,2.6133,2.6333,0.1827,0.2178,0.2194
2026-03-04 16:40:50.490000+01:00,1884,1015483,1015484,1884,0,0.58875,3200,1015484,1016000,1014400,1016000,1014400,1600,,,635,0,0,0,0,0,0,2400,1016000,1014400,66714,57560,9154,17901624,188546178280,131317760,28975890,38,2.478,2.5952,2.6216,0.2065,0.2163,0.2185
2026-03-04 16:41:50.490000+01:00,1539,980455,980455,1538,0,0.480625,3200,980453,979200,980800,979200,980800,0,,,612,0,0,0,0,0,0,1600,980000,980800,64763,55900,8862,23207064,193950043360,131317760,29181362,38,2.6353,2.5962,2.6157,0.2196,0.2163,0.218
2026-03-04 16:42:50.491000+01:00,1200,1006062,1006061,1200,0,0.375,3200,1006063,1006400,1006400,1006400,1006400,0,,,629,0,0,0,0,0,0,1200,1006000,1006400,66830,57549,9282,14498064,199498090976,131350528,28799602,38,2.9497,2.7085,2.6567,0.2458,0.2257,0.2214
2026-03-04 16:43:50.490000+01:00,1600,1002000,1002000,1600,0,0.5,3200,1002000,1003200,1001600,1003200,1001600,1600,,,627,0,0,0,0,0,0,1600,1002000,1001600,65714,56701,9013,26577528,205022575296,131366912,28425810,38,2.5752,2.6499,2.6387,0.2146,0.2208,0.2199
2026-03-04 16:44:50.491000+01:00,778,1029576,1029578,778,0,0.243125,3200,1029577,1028800,1030400,1028800,1030400,0,,,643,0,0,0,0,0,0,1200,1030000,1030400,67366,58022,9343,19384616,210696784208,131383296,32385922,38,2.1006,2.4976,2.5801,0.175,0.2081,0.215
2026-03-04 16:45:50.491000+01:00,2025,1009249,1009247,2026,0,0.633125,3200,1009248,1009600,1008000,1009600,1008000,1600,,,631,0,0,0,0,0,0,2200,1009000,1008000,66359,57131,9228,24956184,216259415344,131383296,33674706,38,2.2485,2.4531,2.5566,0.1874,0.2044,0.2131
2026-03-04 16:46:50.490000+01:00,1454,1017028,1017029,1454,0,0.454375,3200,1017029,1016000,1017600,1016000,1017600,0,,,635,0,0,0,0,0,0,1600,1017000,1017600,66316,57137,9180,15256392,221865816344,131399680,25586946,38,2.8906,2.6206,2.6123,0.2409,0.2184,0.2177
2026-03-04 16:47:50.491000+01:00,857,1033004,1033003,857,0,0.2678125,3200,1033003,1033600,1033600,1033600,1033600,0,,,646,0,0,0,0,0,0,1000,1033000,1033600,67117,57872,9245,27502616,227560756744,131416064,33227266,38,2.73,2.6206,2.6104,0.2275,0.2184,0.2175
2026-03-04 16:48:50.492000+01:00,800,1027143,1027143,800,0,0.25,3200,1027143,1027200,1027200,1027200,1027200,0,,,642,0,0,0,0,0,0,800,1027000,1027200,67130,57827,9303,20062896,233222837088,131416064,26433986,37,3.2886,2.7954,2.6729,0.274,0.233,0.2227
2026-03-04 16:49:50.494000+01:00,0,1020000,1020000,0,0,0,3200,1020000,1020800,1020800,1020800,1020800,0,,,638,0.0009765625,0,0,0,0.9749999999999991,1,0,1020000,1020800,66055,56944,9110,24388000,238846608464,131448832,28866914,36,2.7432,2.688,2.6372,0.2286,0.224,0.2198
2026-03-04 16:50:50.491000+01:00,745,968744,968745,745,0,0.2328125,3200,968745,968000,968000,968000,968000,0,,,605,0.0009765625,0,0,0,0.9749999999999991,1,1000,969000,968000,63854,54911,8944,20784288,244187644904,131432448,25505234,38,2.1753,2.5664,2.5962,0.1813,0.2139,0.2163
2026-03-04 16:51:50.491000+01:00,2089,1026944,1026944,2089,0,0.6528125,3200,1026944,1027200,1025600,1027200,1025600,1600,,,642,0.0009765625,0,0,0,0.9749999999999991,1,2400,1027000,1025600,66425,57257,9168,17382408,249848560640,131481600,31554514,38,2.2378,2.5552,2.5903,0.1865,0.2129,0.2159
2026-03-04 16:52:50.491000+01:00,497,1030409,1030408,498,0,0.155625,3200,1030408,1030400,1032000,1030400,1032000,0,,,644,0.0009765625,0,0,0,0.9749999999999991,1,1400,1031000,1032000,66939,57572,9366,28222648,255530748784,131497984,31629634,38,3.4297,2.8301,2.6895,0.2858,0.2358,0.2241
2026-03-04 16:53:50.491000+01:00,1400,1029702,1029702,1400,0,0.4375,3200,1029702,1028800,1028800,1028800,1028800,0,,,643,0.0009765625,0,0,0,0.9749999999999991,1,1600,1029000,1028800,67363,57903,9461,23723240,261204785696,131514368,26496226,38,4.5313,3.2534,2.855,0.3776,0.2711,0.2379
2026-03-04 16:54:50.491000+01:00,1630,1011431,1011432,1630,0,0.509375,3200,1011431,1012800,1011200,1012800,1011200,1600,,,633,0.0009765625,0,0,0,0.9749999999999991,1,2400,1012000,1011200,66745,57339,9405,16074832,266782452888,131530752,32080578,38,4.5532,3.4556,2.9541,0.3794,0.288,0.2462
2026-03-04 16:55:50.492000+01:00,1231,1022001,1022000,1231,0,0.3846875,3200,1022001,1020800,1022400,1020800,1022400,0,,,638,0.0009765625,0,0,0,0.9749999999999991,1,2000,1022000,1022400,67046,57658,9388,23109096,272416052136,131547136,30785986,38,4.6982,3.6675,3.0635,0.3915,0.3056,0.2553
2026-03-04 16:56:50.492000+01:00,585,1012153,1012154,585,0,0.1828125,3200,1012153,1012800,1012800,1012800,1012800,0,,,633,0.0009765625,0,0,0,0.9749999999999991,1,1200,1012000,1012800,66180,56881,9299,19102888,277995977928,131547136,31960818,38,4.748,3.8521,3.1714,0.3957,0.321,0.2643
2026-03-04 16:57:50.492000+01:00,765,1024180,1024180,765,0,0.2390625,3200,1024180,1024000,1024000,1024000,1024000,0,,,640,0.0009765625,0,0,0,0.9749999999999991,1,1200,1024000,1024000,66892,57482,9410,20109208,283641562256,131579904,30091170,38,3.9976,3.813,3.2007,0.3331,0.3177,0.2667
2026-03-04 16:58:50.492000+01:00,1459,1034294,1034294,1459,0,0.4559375,3200,1034295,1033600,1033600,1033600,1033600,0,,,646,0.0009765625,0,0,0,0.9749999999999991,1,1600,1034000,1033600,66556,57373,9183,21943576,289342276112,131579904,32931186,38,3.771,3.8423,3.2544,0.3142,0.3202,0.2712
2026-03-04 16:59:50.495000+01:00,800,980142,980141,800,0,0.25,3200,980141,980800,980800,980800,980800,0,,,613,0.0009765625,0,0,0,0.9749999999999991,1,800,980000,980800,64612,55572,9040,26655944,294746069688,131579904,35894834,38,3.9648,3.9072,3.3188,0.3304,0.3256,0.2766
2026-03-04 17:00:50.493000+01:00,774,979173,979174,774,0,0.241875,3200,979174,979200,979200,979200,979200,0,,,612,0.0009765625,0,0,0,0.9749999999999991,1,1600,980000,979200,64845,55634,9211,29004064,300145912856,131596288,33088050,38,4.0649,3.9385,3.3687,0.3387,0.3282,0.2807
2026-03-04 17:01:50.493000+01:00,826,1014453,1014453,826,0,0.258125,3200,1014452,1014400,1014400,1014400,1014400,0,,,634,0.0009765625,0,0,0,0.9749999999999991,1,1200,1014000,1014400,67795,58045,9751,22515976,305736934496,131612672,25851474,38,3.8408,3.9492,3.4126,0.3201,0.3291,0.2844
2026-03-04 17:02:50.494000+01:00,800,1006374,1006373,800,0,0.25,3200,1006374,1006400,1006400,1006400,1006400,0,,,629,0.0009765625,0,0,0,0.9749999999999991,1,800,1006000,1006400,67560,57426,10134,19017592,311283902648,131612672,30600466,37,4.5078,4.1216,3.5132,0.3757,0.3435,0.2928
2026-03-04 17:03:50.493000+01:00,1489,1016689,1016689,1490,0,0.465625,3200,1016689,1016000,1016000,1016000,1016000,0,,,635,0.0009765625,0,0,0,0.9749999999999991,1,1800,1017000,1016000,66131,56911,9220,23409744,316889163136,131645440,30506082,38,2.8291,3.7266,3.4063,0.2358,0.3105,0.2839
